p.adj,p.val,log2FC,significant,Protein Ids,Majority Protein Ids,gene names,Peptides
1,0.978330217,0.162784708,n.s.,Q3ZC44;A0A3Q1LZD9,Q3ZC44;A0A3Q1LZD9,HNRNPAB,12
1,0.606972056,-0.046943552,n.s.,Q3ZC87;A5D984;Q1JPG7,Q3ZC87;A5D984,PKM2,54
1,1,0.046305827,n.s.,Q3ZCA2,Q3ZCA2,NUDT21,3
1,0.522452147,0.230240339,n.s.,Q3ZCC9,Q3ZCC9,SEC13,4
1,0.705315701,-0.292480625,n.s.,Q3ZCD7;A0A3Q1LS26;A0A3Q1LZT2,Q3ZCD7;A0A3Q1LS26;A0A3Q1LZT2,TECR,5
0.993498979,0.433555664,0.406054008,n.s.,Q3ZCE2,Q3ZCE2,ELAVL1,6
0.936288028,0.348296517,-0.629204013,n.s.,Q3ZCF0;A0A3Q1LSJ7;A0A3Q1MCA4,Q3ZCF0;A0A3Q1LSJ7;A0A3Q1MCA4,DCTN2,11
1,0.969530305,0.400251645,n.s.,Q3ZCF3;A0A3Q1MEL2;A0A3Q1MM66;A0A3Q1LFT2,Q3ZCF3;A0A3Q1MEL2;A0A3Q1MM66;A0A3Q1LFT2,SKP1,2
0.455454771,0.045539545,-1.36581368,n.s.,Q3ZCF7;A0A3Q1M5N0;Q862C5;Q24M91;Q1RMX2,Q3ZCF7;A0A3Q1M5N0;Q862C5,UBE2D3,4
0.387071781,0.020366416,0.297651543,n.s.,Q3ZCH0,Q3ZCH0,HSPA9,49
0.958167918,0.36501635,0.402260185,n.s.,Q3ZCI0;A0A3Q1M9G7,Q3ZCI0;A0A3Q1M9G7,CHCHD9,6
1,0.480176111,0.195312935,n.s.,Q3ZCI9;A0A3Q1MTL6;G3X861;Q9XSG6;Q7YSF1,Q3ZCI9;A0A3Q1MTL6;G3X861,CCT8,32
1,0.753360615,-0.106451325,n.s.,Q3ZCJ2,Q3ZCJ2,AKR1A1,28
1,0.972390276,0.102641801,n.s.,Q3ZCJ7;A0A3Q1LQR2,Q3ZCJ7;A0A3Q1LQR2,TUBA1C,33
1,0.473274889,0.274500104,n.s.,Q3ZCL8,Q3ZCL8,SH3BGRL3,9
1,0.499215008,0.477998784,n.s.,Q4U5R3;Q2KJE7;A0A3Q1M2Y4;A0A3Q1MAG5;A0A3Q1MK57,Q4U5R3;Q2KJE7;A0A3Q1M2Y4;A0A3Q1MAG5;A0A3Q1MK57,PSME1,4
0.996624643,0.450715493,0.687009855,n.s.,Q56JV1;F1MB60;A1XED9;G3N0E2,Q56JV1;F1MB60;A1XED9,RPS26,3
1,0.649613504,0.352953988,n.s.,Q56JV6;A0A452DJ17;A0A3Q1NES9,Q56JV6;A0A452DJ17,TWF1,5
0.449901431,0.042173493,-0.745374677,n.s.,Q56JV9;G3N262;Q862H3;A0A3Q1N7H0;Q862R1,Q56JV9;G3N262;Q862H3,RPS3A,20
0.937017375,0.353176468,-0.650867099,n.s.,Q56JX3;A0A452DIW3;A0A3Q1NJG8;G3MX45,Q56JX3;A0A452DIW3;A0A3Q1NJG8;G3MX45,RPL31,5
0.732526433,0.168750976,0.923913822,n.s.,Q56JX6,Q56JX6,RPS28,9
1,1,-0.038790924,n.s.,Q56JX8;A0A3Q1MB96;E1BGR6,Q56JX8;A0A3Q1MB96,RPS13,5
0.914577665,0.304019001,0.144673764,n.s.,Q56JZ1;F1MK30;Q3SZG7;A0A3Q1M4M0,Q56JZ1;F1MK30;Q3SZG7,RPL13,14
1,1,0.119157377,n.s.,Q56K10;A0A3Q1M3W4,Q56K10;A0A3Q1M3W4,RPS15,2
0.758459334,0.179704651,0.836110008,n.s.,Q56K13,Q56K13,SF3B5,2
0.965517001,0.400393546,0.393416339,n.s.,Q56K14;E1BCL5,Q56K14,RPLP1,4
1,0.723257217,0.1411954,n.s.,Q58CQ2;Q1JPK9;Q0V8E5;A0A3Q1LGG1;Q862G4,Q58CQ2;Q1JPK9;Q0V8E5;A0A3Q1LGG1,ARPC1B,6
1,0.569988253,0.133520421,n.s.,Q58D08,Q58D08,PYCR3,11
0.642535928,0.110078899,0.952742646,n.s.,Q58DG0;A0A452DJ95;P02694;A0A3Q1LU75,Q58DG0;A0A452DJ95;P02694;A0A3Q1LU75,RBP1,6
0.61219957,0.099613973,-0.290145482,n.s.,Q58DI4;A6H6X7;P48830;E5FYE1;E5FYE7,Q58DI4;A6H6X7;P48830,ZP3,39
0.535657104,0.074656042,0.494966566,n.s.,Q58DM8;A0A3Q1MLN1;Q95KZ6;A0A3Q1MPG5,Q58DM8;A0A3Q1MLN1;Q95KZ6;A0A3Q1MPG5,ECHS1,15
1,0.879061806,-0.058096173,n.s.,Q58DQ3;G3N2R1;A8NJ40;A1XED0,Q58DQ3,RPL6,11
0.810584126,0.20805934,-0.4382448,n.s.,Q58DT1;A1XED1;F1N7A3;A0A3Q1LP69;E1BLQ8;A0A3Q1LKR0,Q58DT1;A1XED1;F1N7A3;A0A3Q1LP69;E1BLQ8,RPL7,6
1,0.54799452,0.388223449,n.s.,Q58DU5,Q58DU5,PSMA3,2
1,1,0.199586141,n.s.,Q58DV6;M5FHN8;A4FV97,Q58DV6;M5FHN8;A4FV97,CSIG,3
0.772534356,0.186809373,0.636366883,n.s.,Q58DW3,Q58DW3,RPL29,7
0.702046575,0.144668178,0.512177106,n.s.,Q58DW5;G3N1F5;A0A3Q1MMW5;G3MYE2,Q58DW5;G3N1F5;A0A3Q1MMW5;G3MYE2,RPL5,20
0.642535928,0.114178858,1.133589448,n.s.,Q5E936;A0A3Q1MWL9,Q5E936;A0A3Q1MWL9,TXNDC12,7
1,0.51701721,-0.123710768,n.s.,Q5E946,Q5E946,PARK7,28
0.466136283,0.048936055,-0.431923172,n.s.,Q5E947;Q862N9;Q9BGI4;Q862E5;A0A3Q1MIR5,Q5E947;Q862N9;Q9BGI4,PRDX1,29
0.045312401,6.32E-04,0.503519913,n.s.,Q5E956;A0A452DIX3,Q5E956;A0A452DIX3,TPI1,38
1,0.695097161,-0.15464676,n.s.,Q5E958;A0A3Q1LPB5;A1XED8;Q862P8,Q5E958;A0A3Q1LPB5;A1XED8;Q862P8,RPS8,13
1,1,0.147751685,n.s.,Q5E959,Q5E959,STRAP,7
1,1,0.005618243,n.s.,Q5E966,Q5E966,EIF3I,8
0.909629851,0.299125076,-0.37731152,n.s.,Q5E971,Q5E971,TMED10,12
1,0.640191669,0.153348708,n.s.,Q5E973;A0A452DIR2;Q0QEV5;A0A3Q1M9B3;A0A3Q1MH44,Q5E973;A0A452DIR2;Q0QEV5;A0A3Q1M9B3;A0A3Q1MH44,RPL18,8
1,0.923957585,0.002754397,n.s.,Q5E983;Q2VYC3;A0A3Q1LLH1,Q5E983;Q2VYC3,EEF1B,13
0.732526433,0.167125031,0.452488809,n.s.,Q5E984;M5FK91;Q862L1;A0A452DID1;F1MS78,Q5E984;M5FK91;Q862L1;A0A452DID1,TPT1,9
1,0.659151429,0.174970988,n.s.,Q5E987,Q5E987,PSMA5,11
0.449901431,0.037626801,0.98083195,n.s.,Q5E988;A0A3Q1MID4;A1XED5,Q5E988;A0A3Q1MID4,RPS5,14
1,0.520963972,-0.037862268,n.s.,Q5E995;E1B8K9;A0A3Q1N412;A0A3Q1NAF9;F1MKZ5;A4IFU6;Q58CY1,Q5E995;E1B8K9,RPS6,16
1,0.956319368,-0.020114307,n.s.,Q5E9A3;A0A452DKH0;Q0VCU0,Q5E9A3;A0A452DKH0,PCBP1,18
1,0.880613632,-0.133702427,n.s.,Q5E9B1;A0A3Q1M5R4;B0JYN3;A0A3Q1M4R3,Q5E9B1;A0A3Q1M5R4;B0JYN3,LDHB,20
1,0.901394908,-0.015225366,n.s.,Q5E9D3,Q5E9D3,CHCHD3,22
1,0.533570909,0.195476335,n.s.,Q5E9D5;A0A3Q1MFL7;A0A3Q1ML30,Q5E9D5;A0A3Q1MFL7;A0A3Q1ML30,DSTN,26
1,0.601840295,-0.308983029,n.s.,Q5E9E6;G3X7N2;A0A3Q1M6E4;Q862M2,Q5E9E6;G3X7N2,RPL10A,6
1,0.725164839,-0.08568673,n.s.,Q5E9F1,Q5E9F1,BCAP31,20
0.772534356,0.1869119,0.409190629,n.s.,Q5E9F5;A0A452DI04;A0A3Q1MWG5;Q3ZBY2,Q5E9F5,TAGLN2,7
0.967351464,0.407838074,0.158465622,n.s.,Q5E9F7;B0JYL8,Q5E9F7;B0JYL8,CFL1,26
1,0.591675334,0.242059954,n.s.,Q5E9F9,Q5E9F9,PSMC2,8
1,0.553336201,0.488540435,n.s.,Q5E9J1;E1BMP6,Q5E9J1,HNRNPF,11
1,0.960025895,-0.213618187,n.s.,Q5E9T9,Q5E9T9,RTCB,16
0.844846852,0.243347293,0.328874118,n.s.,Q5EAC6;Q58DN6;Q58D03,Q5EAC6;Q58DN6;Q58D03,CDC37,12
1,1,0.105334588,n.s.,Q5EAC7,Q5EAC7,CIAPIN1,3
0.732526433,0.161642429,0.526083917,n.s.,Q5EAD2;A0A140T866,Q5EAD2;A0A140T866,PHGDH,21
1,0.741632584,-0.318107288,n.s.,Q5EAE6,Q5EAE6,DAP,2
1,0.745172548,-0.325330919,n.s.,Q5KR47;Q0VBX6,Q5KR47,TPM3,18
0.993498979,0.441628148,-0.208031152,n.s.,Q5KR49;A0A3Q1LPQ6,Q5KR49;A0A3Q1LPQ6,TPM1,30
1,0.748893522,0.329438991,n.s.,Q5PXY7;A5PJB5;A0A3Q1LX32,Q5PXY7;A5PJB5;A0A3Q1LX32,CRABP2,10
1,0.815228348,0.168361791,n.s.,Q5U7H2;Q5EAD6;E1BK63;A0A3Q1LST0;A0A3Q1LLG0,Q5U7H2;Q5EAD6;E1BK63;A0A3Q1LST0,RPL15,9
0.022780257,1.85E-04,-0.410272122,n.s.,Q647I9,Q647I9,NLRP5,94
1,0.818934413,0.028305567,n.s.,Q6EWQ7;F1MN49,Q6EWQ7;F1MN49,EIF5A,7
0.78899465,0.194508591,0.352812121,n.s.,Q6VBM2;Q2HJ26;F1MN04;Q6PWM3,Q6VBM2;Q2HJ26;F1MN04,PAICS,14
0.449901431,0.042769386,0.590015661,n.s.,Q76I81;A0A3Q1LSF9;A0A3Q1M0C0;A0A3Q1MK96;A0A3Q1MSH8;E1BCB7;A0A3Q1LNV2,Q76I81;A0A3Q1LSF9;A0A3Q1M0C0;A0A3Q1MK96,RPS12,18
1,0.792832072,-0.270932568,n.s.,Q76I82;G3N206;E1BLY1;G3N3S3;H9KUV3;A0A3Q1N943,Q76I82;G3N206;E1BLY1;G3N3S3,RPS15A,4
0.732526433,0.170157127,-0.281301792,n.s.,Q76LV1;G5E507;Q3SZD6;G3N2V5;Q865A1;A0A6C0PQP7;Q7M2S2,Q76LV1;G5E507,HSP90AB1,57
0.113268129,0.002006337,-0.489603849,n.s.,Q76LV2;A0A452DI85;A0A3Q1MBX2;Q3T007;A7E3E1;Q7M2S4;Q7M2S3,Q76LV2;A0A452DI85,HSP90AA1,72
1,0.532040079,0.207990992,n.s.,Q862C2;A0A3Q1MVM8;P13621,Q862C2;A0A3Q1MVM8;P13621,ATP5PO,7
1,1,-0.01384982,n.s.,Q862I1;Q862D6,Q862I1;Q862D6,RPL24,7
1,0.842391576,0.144217196,n.s.,Q862I9;Q95140;F1MDN4;A7E336;Q862M5;Q862E2;Q862Q6,Q862I9;Q95140;F1MDN4;A7E336;Q862M5;Q862E2,RPLP0,4
0.190212875,0.004418418,0.867620527,n.s.,Q862J9;A0A452DJF6;Q862E3;Q3T025;Q862T7;G3N288;F1N0W3;Q862H0;F1MQJ8;E1B871;Q862J1;Q862F1;A0A452DJL1;E1BG46;A1XED3;G3N3W9;A0A3Q1M7E8;A0A3Q1MGH0,Q862J9;A0A452DJF6;Q862E3;Q3T025;Q862T7;G3N288;F1N0W3;Q862H0;F1MQJ8;E1B871;Q862J1,RPL17,12
1,0.575025417,0.054972136,n.s.,Q862K7;P61285;A0A452DJJ2;G3MX54;E1B7A3,Q862K7;P61285;A0A452DJJ2,DYNLL1,15
1,0.774540515,0.061062553,n.s.,Q862M6;A1A4P5,Q862M6;A1A4P5,PFDN2,8
1,0.774377395,0.158446188,n.s.,Q862Q3;P01888;A0A3Q1MU93;Q6VUQ8;Q862T6,Q862Q3;P01888;A0A3Q1MU93,B2M,3
1,0.670708697,-0.087571123,n.s.,Q862S8;Q861U5;Q3T0R1;A0A3Q1MQW8;A0A3Q1LZK3,Q862S8;Q861U5;Q3T0R1;A0A3Q1MQW8;A0A3Q1LZK3,RPS18,5
1,0.555714443,0.375641987,n.s.,Q8HXG5,Q8HXG5,NDUFB11,2
0.35164701,0.015519845,1.573771072,n.s.,Q8MJG1,Q8MJG1,PSIP1,3
1,0.754732453,0.335315242,n.s.,Q8MJJ7;G5E535;A5D7U9,Q8MJJ7;G5E535;A5D7U9,DCPS,4
1,0.494529925,-0.54294386,n.s.,Q8WMY2;Q0VCD7;Q2NL07;F1N431;A0A3Q1MUP6,Q8WMY2;Q0VCD7;Q2NL07;F1N431,FDPS,11
0.831502161,0.231150238,0.329531042,n.s.,Q8WN55;A0A3Q1M994;A8YXY5;A0A3Q1M6R8;F1MPG6;A0A3Q1LLD4,Q8WN55;A0A3Q1M994;A8YXY5,PTBP1,13
0.131689666,0.002600144,-0.544337789,n.s.,Q95114;F1MXX6;Q3T0K7;G3MYW7,Q95114;F1MXX6;Q3T0K7;G3MYW7,MFGE8,34
0.83470041,0.237837622,0.863707236,n.s.,Q95L46;A0A3Q1MQ69;F2Z4C6;A0A3Q1MLW1,Q95L46;A0A3Q1MQ69;F2Z4C6;A0A3Q1MLW1,EIF4G2,7
0.535657104,0.067838765,0.096938297,n.s.,Q95M18,Q95M18,HSP90B1,90
1,0.711109863,-0.389943677,n.s.,Q95M40;A0A3Q1MKY2,Q95M40;A0A3Q1MKY2,TXNDC17,4
0.831502161,0.231702366,0.220572399,n.s.,Q9BGI1,Q9BGI1,PRDX5,15
1,0.582922426,-0.077834599,n.s.,Q9BGI2;A0A3Q1LW10;A0A452DI43;A0A3Q1MAI4,Q9BGI2;A0A3Q1LW10;A0A452DI43;A0A3Q1MAI4,PRDX4,18
0.418443968,0.02478588,-0.683195158,n.s.,Q9BGI3,Q9BGI3,PRDX2,27
0.642535928,0.11240717,-0.286482378,n.s.,Q9BH10;F1MKT2;A0A3Q1LK44;A0A3Q1MHW1;A0A3Q1LIV0;Q9N0J8,Q9BH10;F1MKT2;A0A3Q1LK44;A0A3Q1MHW1;A0A3Q1LIV0,ZP2,43
0.504404732,0.058541797,-0.300435126,n.s.,Q9BH11;A0A3Q1M553,Q9BH11;A0A3Q1M553,ZP4,39
1,0.825417744,-0.052025373,n.s.,Q9MZ13;A0A3Q1LHM2;F6RQ58;A6H783;Q9GL29;A0A3Q1M0L2;A0A3Q1M5Z1,Q9MZ13;A0A3Q1LHM2;F6RQ58;A6H783,VDAC3,8
1,0.598848096,0.020189667,n.s.,Q9N0T1,Q9N0T1,STC1,13
0.934966009,0.33264645,0.264017757,n.s.,Q9TTK8,Q9TTK8,CKMT1,25
1,0.62268139,-0.418760792,n.s.,Q9XSI3;A0A452DIW1;Q2TBW8;A0A3Q1MLQ2;Q862I0;A1XED2;A1XEA9;A0A3Q1M8Z2;Q58DU2,Q9XSI3;A0A452DIW1;Q2TBW8;A0A3Q1MLQ2,RPL10,15
0.032322602,3.38E-04,0.27501673,n.s.,Q9XSJ4,Q9XSJ4,ENO1,79
1,0.888476626,-0.264313465,n.s.,U3Q4C5;A0A3Q1LWK1;A0A3Q1MDE6;E1BDB0;A0A3Q1LQ12;U3Q123;A0A3Q1LTY0;A0A3Q1LPL7;A0A3Q1LU85;E1B7S3;Q9N179;A0A3Q1LH48;A0A3Q1LYH7;A0A3Q1LQM4;F1MCU4;A0A3Q1LTG0,U3Q4C5;A0A3Q1LWK1;A0A3Q1MDE6;E1BDB0;A0A3Q1LQ12;U3Q123;A0A3Q1LTY0;A0A3Q1LPL7;A0A3Q1LU85,EPB41L2,21
0.936288028,0.349873113,-0.189792128,n.s.,V6F7T1;F1N690,V6F7T1;F1N690,DLAT,18
1,0.855868022,-0.078835508,n.s.,V6F7X8;A2VE52,V6F7X8;A2VE52,REXO2,14
